weights,Stem,Meaning,Frequency,row_number,label
0.0625,Familiar,Original,Frequent,1,Original Frequent
0.16058333333333336,Familiar,Original,Frequent,2,Original Frequent
0.21275041666666666,Familiar,Original,Frequent,3,Original Frequent
0.2447353234375,Familiar,Original,Frequent,4,Original Frequent
0.2736878944791667,Familiar,Original,Frequent,5,Original Frequent
0.2977820941523438,Familiar,Original,Frequent,6,Original Frequent
0.3230359862739323,Familiar,Original,Frequent,7,Original Frequent
0.36098230787415,Familiar,Original,Frequent,8,Original Frequent
0.41123274406469823,Familiar,Original,Frequent,9,Original Frequent
0.45266087508155034,Familiar,Original,Frequent,10,Original Frequent
0.47149483221409544,Familiar,Original,Frequent,11,Original Frequent
0.4765272661684019,Familiar,Original,Frequent,12,Original Frequent
0.5069717437179053,Familiar,Original,Frequent,13,Original Frequent
0.5298069610531728,Familiar,Original,Frequent,14,Original Frequent
0.5042014377134768,Familiar,Original,Frequent,15,Original Frequent
0.5345858583538894,Familiar,Original,Frequent,16,Original Frequent
0.5356677824353907,Familiar,Original,Frequent,17,Original Frequent
0.5161821536385348,Familiar,Original,Frequent,18,Original Frequent
0.5425154906521725,Familiar,Original,Frequent,19,Original Frequent
0.5247766985787121,Familiar,Original,Frequent,20,Original Frequent
0.5100845002176084,Familiar,Original,Frequent,21,Original Frequent
0.488041610257735,Familiar,Original,Frequent,22,Original Frequent
0.49322391357876283,Familiar,Original,Frequent,23,Original Frequent
0.5095559827779809,Familiar,Original,Frequent,24,Original Frequent
0.49195161030427675,Familiar,Original,Frequent,25,Original Frequent
0.51563490845594,Familiar,Original,Frequent,26,Original Frequent
0.55515785268739,Familiar,Original,Frequent,27,Original Frequent
0.5726447542936297,Familiar,Original,Frequent,28,Original Frequent
0.5907614017804909,Familiar,Original,Frequent,29,Original Frequent
0.5591643629256015,Familiar,Original,Frequent,30,Original Frequent
0.5543156155490758,Familiar,Original,Frequent,31,Original Frequent
0.5802128759389334,Familiar,Original,Frequent,32,Original Frequent
0.5927503565936253,Familiar,Original,Frequent,33,Original Frequent
0.5337202036788845,Familiar,Original,Frequent,34,Original Frequent
0.528653942328569,Familiar,Original,Frequent,35,Original Frequent
0.5560686077689377,Familiar,Original,Frequent,36,Original Frequent
0.5683457683122296,Familiar,Original,Frequent,37,Original Frequent
0.5849441716561621,Familiar,Original,Frequent,38,Original Frequent
0.5528709020260824,Familiar,Original,Frequent,39,Original Frequent
0.5231713049328814,Familiar,Original,Frequent,40,Original Frequent
0.5017484707057361,Familiar,Original,Frequent,41,Original Frequent
0.5122170624541484,Familiar,Original,Frequent,42,Original Frequent
0.5332111036420333,Familiar,Original,Frequent,43,Original Frequent
0.5177883807818928,Familiar,Original,Frequent,44,Original Frequent
0.5218980639230439,Familiar,Original,Frequent,45,Original Frequent
0.5240194253375291,Familiar,Original,Frequent,46,Original Frequent
0.566905405157438,Familiar,Original,Frequent,47,Original Frequent
0.5316433039517686,Familiar,Original,Frequent,48,Original Frequent
0.5300281731240056,Familiar,Original,Frequent,49,Original Frequent
0.5907123984896235,Familiar,Original,Frequent,50,Original Frequent
0.594531947203688,Familiar,Original,Frequent,51,Original Frequent
0.6193687189752604,Familiar,Original,Frequent,52,Original Frequent
0.639534213239533,Familiar,Original,Frequent,53,Original Frequent
0.6628313307827943,Familiar,Original,Frequent,54,Original Frequent
