weights,Stem,Meaning,Frequency,row_number,label
0.12083333333333335,Familiar,Original,Frequent,1,Original Frequent
0.18835416666666668,Familiar,Original,Frequent,2,Original Frequent
0.20000489583333336,Familiar,Original,Frequent,3,Original Frequent
0.20544070208333337,Familiar,Original,Frequent,4,Original Frequent
0.24421300175,Familiar,Original,Frequent,5,Original Frequent
0.32548045809041665,Familiar,Original,Frequent,6,Original Frequent
0.340496956877299,Familiar,Original,Frequent,7,Original Frequent
0.36200790302218133,Familiar,Original,Frequent,8,Original Frequent
0.41843678354181774,Familiar,Original,Frequent,9,Original Frequent
0.4278614741748435,Familiar,Original,Frequent,10,Original Frequent
0.4281130900115397,Familiar,Original,Frequent,11,Original Frequent
0.43218587235395167,Familiar,Original,Frequent,12,Original Frequent
0.47789638110509186,Familiar,Original,Frequent,13,Original Frequent
0.4750045470534889,Familiar,Original,Frequent,14,Original Frequent
0.5058386252127086,Familiar,Original,Frequent,15,Original Frequent
0.5089713963567539,Familiar,Original,Frequent,16,Original Frequent
0.5095432970188898,Familiar,Original,Frequent,17,Original Frequent
0.5041518549838361,Familiar,Original,Frequent,18,Original Frequent
0.5047136304264125,Familiar,Original,Frequent,19,Original Frequent
0.49083006782879063,Familiar,Original,Frequent,20,Original Frequent
0.4686414383461683,Familiar,Original,Frequent,21,Original Frequent
0.4918597854307917,Familiar,Original,Frequent,22,Original Frequent
0.5140932852735075,Familiar,Original,Frequent,23,Original Frequent
0.5320190626672823,Familiar,Original,Frequent,24,Original Frequent
0.51799531073249,Familiar,Original,Frequent,25,Original Frequent
0.5147381480296698,Familiar,Original,Frequent,26,Original Frequent
0.5416802722762811,Familiar,Original,Frequent,27,Original Frequent
0.5768003559358363,Familiar,Original,Frequent,28,Original Frequent
0.5895505944001681,Familiar,Original,Frequent,29,Original Frequent
0.5863542776818396,Familiar,Original,Frequent,30,Original Frequent
0.5642928737023197,Familiar,Original,Frequent,31,Original Frequent
0.5614979210199785,Familiar,Original,Frequent,32,Original Frequent
0.5689919804860407,Familiar,Original,Frequent,33,Original Frequent
0.6010527445483547,Familiar,Original,Frequent,34,Original Frequent
0.604707282283252,Familiar,Original,Frequent,35,Original Frequent
0.6169644468224088,Familiar,Original,Frequent,36,Original Frequent
0.587535484727731,Familiar,Original,Frequent,37,Original Frequent
0.587208756305732,Familiar,Original,Frequent,38,Original Frequent
0.5959976710045328,Familiar,Original,Frequent,39,Original Frequent
0.6107694093949503,Familiar,Original,Frequent,40,Original Frequent
0.6336284734300406,Familiar,Original,Frequent,41,Original Frequent
0.5887114635897907,Familiar,Original,Frequent,42,Original Frequent
0.58397533212096,Familiar,Original,Frequent,43,Original Frequent
0.5796196342340045,Familiar,Original,Frequent,44,Original Frequent
0.5762976071626869,Familiar,Original,Frequent,45,Original Frequent
0.6162298263750756,Familiar,Original,Frequent,46,Original Frequent
0.6099100338516893,Familiar,Original,Frequent,47,Original Frequent
0.6158148024572819,Familiar,Original,Frequent,48,Original Frequent
0.5860007849815814,Familiar,Original,Frequent,49,Original Frequent
0.6004673359016278,Familiar,Original,Frequent,50,Original Frequent
0.611501211485606,Familiar,Original,Frequent,51,Original Frequent
0.6212975970863206,Familiar,Original,Frequent,52,Original Frequent
0.637624882080402,Familiar,Original,Frequent,53,Original Frequent
0.671138337529593,Familiar,Original,Frequent,54,Original Frequent
0.6710695061208466,Familiar,Original,Frequent,55,Original Frequent
0.6784370717247505,Familiar,Original,Frequent,56,Original Frequent
0.6789722230235201,Familiar,Original,Frequent,57,Original Frequent
0.6572283036113762,Familiar,Original,Frequent,58,Original Frequent
0.6670058752083159,Familiar,Original,Frequent,59,Original Frequent
0.6802848870868785,Familiar,Original,Frequent,60,Original Frequent
0.7069582223414944,Familiar,Original,Frequent,61,Original Frequent
0.7049328899429674,Familiar,Original,Frequent,62,Original Frequent
0.6919401756186901,Familiar,Original,Frequent,63,Original Frequent
0.6802580915233555,Familiar,Original,Frequent,64,Original Frequent
0.6751025771689254,Familiar,Original,Frequent,65,Original Frequent
0.680050004307218,Familiar,Original,Frequent,66,Original Frequent
0.7014505405838818,Familiar,Original,Frequent,67,Original Frequent
0.6931792661978278,Familiar,Original,Frequent,68,Original Frequent
0.7014722854832565,Familiar,Original,Frequent,69,Original Frequent
0.6957205625459364,Familiar,Original,Frequent,70,Original Frequent
0.696433952036645,Familiar,Original,Frequent,71,Original Frequent
0.7181219292222873,Familiar,Original,Frequent,72,Original Frequent
0.7178865822210518,Familiar,Original,Frequent,73,Original Frequent
0.6882382047208246,Familiar,Original,Frequent,74,Original Frequent
0.6903320769882193,Familiar,Original,Frequent,75,Original Frequent
0.6847309526540518,Familiar,Original,Frequent,76,Original Frequent
0.7163687213666284,Familiar,Original,Frequent,77,Original Frequent
0.7188267313420391,Familiar,Original,Frequent,78,Original Frequent
0.7163748210778907,Familiar,Original,Frequent,79,Original Frequent
0.6953320390736146,Familiar,Original,Frequent,80,Original Frequent
0.6671837341818071,Familiar,Original,Frequent,81,Original Frequent
0.6746872735214255,Familiar,Original,Frequent,82,Original Frequent
0.6824569051878184,Familiar,Original,Frequent,83,Original Frequent
0.689554390018902,Familiar,Original,Frequent,84,Original Frequent
0.6996991583104251,Familiar,Original,Frequent,85,Original Frequent
0.6632539126524419,Familiar,Original,Frequent,86,Original Frequent
0.6943921310724002,Familiar,Original,Frequent,87,Original Frequent
0.6697428120636109,Familiar,Original,Frequent,88,Original Frequent
0.667176548629483,Familiar,Original,Frequent,89,Original Frequent
0.6474187166978529,Familiar,Original,Frequent,90,Original Frequent
0.6806313254298488,Familiar,Original,Frequent,91,Original Frequent
0.6774260369521031,Familiar,Original,Frequent,92,Original Frequent
0.6819839166299063,Familiar,Original,Frequent,93,Original Frequent
0.6893021757666383,Familiar,Original,Frequent,94,Original Frequent
0.6954112631101503,Familiar,Original,Frequent,95,Original Frequent
0.687494917602708,Familiar,Original,Frequent,96,Original Frequent
0.6868019769000433,Familiar,Original,Frequent,97,Original Frequent
0.6952881311715929,Familiar,Original,Frequent,98,Original Frequent
0.6588448599125667,Familiar,Original,Frequent,99,Original Frequent
0.6605450134592151,Familiar,Original,Frequent,100,Original Frequent
0.6234990742185775,Familiar,Original,Frequent,101,Original Frequent
0.6359782667433531,Familiar,Original,Frequent,102,Original Frequent
0.6280387421491889,Familiar,Original,Frequent,103,Original Frequent
0.6468572100658837,Familiar,Original,Frequent,104,Original Frequent
0.6441795843851214,Familiar,Original,Frequent,105,Original Frequent
0.6526946938478441,Familiar,Original,Frequent,106,Original Frequent
0.5956914716672901,Familiar,Original,Frequent,107,Original Frequent
0.6150784117257667,Familiar,Original,Frequent,108,Original Frequent
0.6346820892596603,Familiar,Original,Frequent,109,Original Frequent
0.6323446349755618,Familiar,Original,Frequent,110,Original Frequent
0.6204994020783551,Familiar,Original,Frequent,111,Original Frequent
0.6342272767753517,Familiar,Original,Frequent,112,Original Frequent
0.6263712263844894,Familiar,Original,Frequent,113,Original Frequent
0.612522330258999,Familiar,Original,Frequent,114,Original Frequent
